NAME	X	Y	Cluster	Individual library (may be several per mouse)	Mouse	Timepoint
MOUSE_CELL_3666	2129.6771084360867	3548.2533740552735	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3667	2404.0321850717437	3596.5160623376605	Secretory	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3668	1950.0315445028746	3637.6665860774256	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3669	1724.1994670738882	2705.5812586507413	Cycling Basal (regeneration)	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3670	2600.5310808121753	2314.1847215392722	Pre-ciliated	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3671	2011.3294721965497	3773.1801524110624	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3672	2381.033061717312	3676.3535402235357	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3673	1486.8854582352965	3842.551506154588	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3674	1334.5021202861535	3246.8903350660926	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3675	2203.795741427214	3448.563698539067	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3676	1338.5092284863413	2269.156298825709	Cycling Basal (regeneration)	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3677	2172.086559672135	3582.2989058011167	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3678	2361.745624980308	2971.849354071057	Pre-ciliated	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3679	2479.116730159193	3802.173622154971	Secretory	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3680	2331.144002310063	3548.0270694557707	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3681	1453.3887123430836	3610.9381412236485	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3682	2489.5935078491275	3585.4092209511855	Secretory	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3683	2439.020914745275	3609.5364248453834	Secretory	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3684	1297.3850334534882	2059.3939411852107	Cycling Basal (regeneration)	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3685	1734.9161660255018	3308.6238864371862	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3686	1395.3201738200023	3817.24447373381	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3687	2171.776900017852	3277.1083667736125	Cycling Basal (regeneration)	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3688	2262.178987697217	3483.6497653459382	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3689	2032.2789296172036	3202.2929702692836	Cycling Basal (regeneration)	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3690	2059.490950560604	3094.118657624479	Cycling Basal (regeneration)	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3691	2214.5219263748504	3448.5942348961476	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3692	2578.6137534985387	2392.255799816871	Pre-ciliated	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3693	1870.984591102415	2909.8306421600437	Cycling Basal (regeneration)	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3694	1504.0262978658707	3797.5678811699454	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3695	1395.5929156666148	3852.81782347607	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3696	2421.15631505682	3734.2795388916957	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3697	1751.2878590286807	3560.721178910171	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3698	2217.9087706960263	3316.7648039273986	Cycling Basal (regeneration)	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3699	2294.484468795541	3568.306586400156	Secretory	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3700	2129.8863338425917	3129.3284717759634	Cycling Basal (regeneration)	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3701	1425.7531924456475	2171.725129004818	Cycling Basal (regeneration)	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3702	1892.903661765219	3732.7845434456985	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3703	2200.249669718476	3581.360448813449	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3704	2740.69121272356	1844.5662556304205	Pre-ciliated	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3705	2769.80702959065	1784.9096105004605	Pre-ciliated	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3706	1311.2002770399404	1953.6033979185895	Cycling Basal (regeneration)	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3707	2299.7577445470506	3636.707247419247	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3708	1531.6116791513987	3812.7163312336324	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3709	1331.2722567493693	3394.2255800435714	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3710	1434.257041792488	4110.340759640836	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3711	1083.0441984459371	3943.134623484202	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3712	1778.0700348143127	2798.6764230328095	Cycling Basal (regeneration)	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3713	1408.7824530987186	2091.3779199305845	Cycling Basal (regeneration)	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3714	1254.4707262569395	3821.3675698011	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3715	1271.2926302375804	3460.791708093101	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3716	2512.2048859945594	3623.8589970020844	Secretory	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3717	2077.812183205633	3128.4603499876507	Cycling Basal (regeneration)	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3718	2053.4478388168336	3544.5600179561125	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3719	1940.3473240346566	3622.724391662851	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3720	1605.337162564822	3674.9274510746836	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3721	2423.5016094299344	3656.9081223717467	Secretory	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3722	2347.9782483913355	3595.4423218528127	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3723	2453.2895053688408	2657.3720296684705	Pre-ciliated	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3724	2351.845716799973	3657.652380662528	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3725	1359.9980165651823	3426.4916244711776	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3726	1453.5803051307876	3908.519162446783	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3727	1302.3574933716227	3585.821443670136	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3728	1439.782629196768	2369.3114579965936	Cycling Basal (regeneration)	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3729	3537.9636081763533	1220.950045570929	Ciliated	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3730	2012.8937853456055	3649.293988032744	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3731	2325.0318121322007	3605.2215238655267	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3732	1596.7382080816817	3532.7944570803375	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3733	1699.9535514392037	2669.2493322631167	Cycling Basal (regeneration)	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3734	2456.364757715165	3683.1117565812024	Secretory	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3735	1571.1696841766816	3883.941000684741	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3736	1929.7822519032507	2987.337456598194	Cycling Basal (regeneration)	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3737	2380.6574553566516	3705.9411655441295	Secretory	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3738	1553.333080383708	2012.7908589630417	Cycling Basal (regeneration)	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3739	3064.084425307554	3918.2124619191422	Secretory	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3740	2036.9150898410494	3647.625986133119	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3741	2212.369003922948	3109.3229991143385	Cycling Basal (regeneration)	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3742	2052.6632137617607	3327.17028390116	Cycling Basal (regeneration)	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3743	2333.7544636677176	3581.1709928279397	Secretory	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3744	2646.1283908585256	4816.7543347601595	PNEC	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3745	2850.1221073128922	1472.9602280832642	Pre-ciliated	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3746	2128.094190934248	3338.9093419044084	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3747	1401.9206817515642	3788.0042857206427	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3748	1485.9240944973462	3414.615236273472	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3749	1373.7748225098285	2071.510464115815	Cycling Basal (regeneration)	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3750	2442.5094854776953	3579.7907391877134	Secretory	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3751	1254.0355425553125	3948.716777160808	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3752	1710.4957415560632	3704.460538697601	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3753	1522.7373620526118	2895.1820804854488	Cycling Basal (regeneration)	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3754	1376.6461170110076	2514.8922370473238	Cycling Basal (regeneration)	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3755	2351.0382699074394	3621.142285750083	Secretory	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3756	1664.8158346562416	3531.6432577167234	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3757	1694.8152267192427	3838.1340546027805	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3758	2151.093647543119	3463.164986024491	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3759	2190.2951321117757	3277.219632741293	Cycling Basal (regeneration)	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3760	1998.62249910202	3103.1062333284176	Cycling Basal (regeneration)	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3761	1305.0201288840144	1905.4972052946582	Cycling Basal (regeneration)	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3762	1957.465162348808	3677.8580257844155	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3763	2320.242756452236	3066.3414273044327	Pre-ciliated	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3764	2486.977990818541	3276.9919277092813	Krt4/13+	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3765	1532.2232442556565	1946.4439312372858	Cycling Basal (homeostasis)	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3766	2274.3483841683137	3520.3415929582184	Secretory	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3767	1188.5553102092258	3812.93707590947	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3768	1389.5659013411755	3634.410970107589	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3769	2368.634260127669	2808.051340634366	Pre-ciliated	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3770	2191.7071225732607	3274.2235047505897	Cycling Basal (regeneration)	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3771	1351.8184924855464	3349.0104785721223	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3772	1366.1301540546096	3235.9308833653276	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3773	1358.9318082969635	3982.2706597000433	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3774	2078.4416533196118	3748.4604072484353	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3775	1195.555518597788	3706.8311039638875	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3776	2086.7102387785603	3641.031650132344	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3777	2231.662815575365	3613.016024145826	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3778	1249.458187742151	3602.2417318503058	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3779	2479.627941963068	2514.3679991036925	Pre-ciliated	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3780	1883.4418873846403	2769.4273891018015	Cycling Basal (regeneration)	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3781	2108.8352202395763	3371.044857269527	Cycling Basal (regeneration)	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3782	1283.748712123534	3748.184927435608	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3783	1452.6109355231915	3126.730351051682	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3784	1350.593921123877	4045.5283654558552	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3785	2344.342323242485	3565.2401469425195	Secretory	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3786	2036.2356140331308	3273.2454800799505	Cycling Basal (regeneration)	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3787	2159.028609610088	3571.4073447478477	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3788	2084.128396133038	3677.53213113676	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3789	2150.318596561632	3607.0519650669885	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3790	2543.119402981035	3749.519966518251	Secretory	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3791	1455.7824294468446	3847.3248069187066	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3792	2285.5788478339355	3557.990277501707	Secretory	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3793	1972.6392880753142	3728.864798946773	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3794	1690.6166393124088	3840.7540476919266	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3795	1206.7468283702747	4132.769323762928	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3796	2089.3977216891813	3089.2687565262177	Cycling Basal (regeneration)	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3797	2334.998210275924	3691.9819793336765	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3798	2343.2284570225556	3530.0618538906374	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3799	2211.6276829686058	3710.0817475618683	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3800	2372.984480733227	3707.453621966075	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3801	2179.3380796439797	3620.899568853685	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3802	2233.676978824724	3610.3645707604296	Secretory	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3803	2181.6904354836556	3639.84721868166	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3804	2284.186000736693	3606.4215807152664	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3805	2406.583430399828	3445.4273380453565	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3806	2146.1903569593624	3165.004392649962	Cycling Basal (regeneration)	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3807	2344.7149901196403	3602.2581890355136	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3808	2278.825444450783	2978.866309318949	Cycling Basal (regeneration)	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3809	1690.3491319664356	3736.586195454205	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3810	1809.555353633317	3783.014768724405	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3811	2266.180692990381	3476.0838634997167	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3812	2514.5441586081706	3682.7507403337195	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3813	2254.261341847893	3700.7321668993686	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3814	1964.6281257732321	3221.5943520660485	Cycling Basal (regeneration)	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3815	1362.7393974274382	3794.195009322294	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3816	1260.794290015367	3635.2925122533643	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3817	1496.5755654301342	2227.1190626514394	Cycling Basal (regeneration)	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3818	2136.8919901469776	3577.0325238192577	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3819	1610.8896034709455	3858.2837013089857	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3820	1427.055965011483	3853.788918694033	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3821	2246.5746808672156	3131.446883601119	Cycling Basal (regeneration)	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3822	2716.775401328834	1935.2691572672036	Pre-ciliated	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3823	1520.7331222656946	1945.3361872886228	Cycling Basal (homeostasis)	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3824	1293.0949318013409	3417.7257047201056	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3825	1214.9207940969404	3994.014457598533	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3826	1756.3037351413045	3259.331106932306	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3827	1799.4492448484896	3623.172255089173	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3828	2087.9218156490506	3374.3466762277635	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3829	2005.841422305542	3569.8640904843323	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3830	2013.6688526824064	3727.380067269849	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3831	1681.273816796047	2687.188883920314	Cycling Basal (regeneration)	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3832	2077.6940112358516	3545.5703336677775	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3833	1334.1113207114786	2041.168140126175	Cycling Basal (regeneration)	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3834	2283.332117427064	3668.318757834207	Secretory	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3835	2292.887690823025	3575.218539026331	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3836	1169.4548824863782	4044.905162854214	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3837	2352.9944701727773	3689.3466938225956	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3838	2335.6485067393814	3576.226451307972	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3839	1971.6667131870258	3660.852695626212	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3840	2104.3007403966567	3733.1021061854326	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3841	2252.308235419242	3863.241229884417	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3842	2099.9315338548636	3754.2366979769754	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3843	1399.0509832605132	2623.220839310722	Cycling Basal (regeneration)	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3844	1599.8240459269264	3322.5792231680616	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3845	1228.1575637463066	4008.126836180814	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3846	1377.918759151728	3168.139936957535	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3847	2198.6151229914244	3755.0712973577956	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3848	2538.213049781708	3626.0644031825573	Secretory	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3849	2176.0516805803213	3593.1173147614704	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3850	2176.2139461016195	3564.6565854814503	Basal	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
MOUSE_CELL_3851	2396.7452333360234	3570.7560158431124	Secretory	nov2016_13_48hpi_mouse_id_61	48hpi_mouse_id_61	48hpi
